video_url,prompt
https://static.higgsfield.ai/0a4171b9-e10c-44bf-a71f-975a515216bd.mp4,"A high-fashion editorial shot of a woman crouched in a futuristic metallic environment. She wears a sleek, long-sleeve bodysuit with an open back and black micro shorts, paired with dramatic white platform heels that elevate her silhouette. Her slick, wet-look hair and angular glasses add a sharp, intellectual edge to the hyper-modern styling. The reflective surfaces around her blur slightly, enhancing the visual tension and surreal quality of the scene. Gradually, her body begins to glow from within—starting at her head, a soft radiant red light begins to spread slowly over her entire form. Her features blur into a luminous silhouette as she transforms into a glowing humanoid figure."
https://static.higgsfield.ai/ddd5bad1-b33e-42f4-831e-8fecf6e45137.mp4,"A sharply lit fashion portrait against a pure white backdrop shows a young man in a low squat, his head turned just slightly toward the camera, wearing dark angular sunglasses that reflect the lighting rig above. His outfit consists of a voluminous white padded vest with a high collar that leaves his arms bare, loose-fitting distressed denim jeans, and bulky black sneakers with rugged soles. His braided hair adds structure to the silhouette, and the shadows beneath him create sculptural contrast in the minimal space. Gradually, his body begins to glow from within—starting at his chest, a soft radiant white light begins to spread slowly over his entire form. His features with cloth blur into a luminous silhouette as he transforms into a glowing humanoid figure. The glow reflects off his sunglasses, refracting in sharp arcs, while his baggy jeans shimmer and pulse like molten denim. The ground beneath him catches a faint ripple of energy, making his crouched stance feel like a launch—an electrified stillness before motion."
https://static.higgsfield.ai/86ff8979-6066-4c74-b9f7-6dcad17dcbf5.mp4,"A hyper-detailed product close-up of a luxury wristwatch resting in a textured black foam case. The design features an intricate, organic, 3D-printed stainless steel exoskeleton wrapping around a minimalist black watch face. The entire piece evokes a futuristic, skeletal aesthetic—both sculptural and high fashion. Gradually, the watch begins to glow from within—starting at the core of its dial, a soft white light pulses outward, illuminating the negative spaces of the skeletal band. Each hollow chamber of the metal structure catches the glow, creating a complex network of glinting reflections as it transforms into a radiant, biomechanical artifact that hums with energy."
https://static.higgsfield.ai/2bd1b70d-f9ae-4fe4-8503-96fd869928e9.mp4,"A realistic cinematic sequence of a DJ performing in near-complete darkness, standing alone at a table with mixers, turntables, and a laptop. A single blinding spotlight cuts through the blackness, illuminating the figure in a white hoodie and bucket hat as they mix, head slightly bowed in focus. A crowd gathers in silhouette at the edge of the light, quietly watching. Cables snake across the table like veins, and faint haze in the air catches the sharp beam, making the moment feel sacred—frozen in anticipation and reverence. Gradually, his body begins to glow from within—starting at his chest, a soft radiant white light begins to spread slowly over his entire form. His features with cloth blur into a luminous silhouette as he transforms into a glowing humanoid figure."
https://static.higgsfield.ai/60bac464-614e-49dc-bc64-f72bcb40fa8d.mp4,"A realistic cinematic sequence of a young woman walking through an ornate traditional palace gate, surrounded by vibrant red columns and intricately painted eaves in shades of jade, indigo, and gold. She wears a fitted beige tank top, loose dark denim jeans, and black Adidas sneakers. A cream canvas tote hangs from her shoulder, and her hair flows gently as she turns her head to the side, caught mid-step beneath the historical architecture. The contrast between modern streetwear and the ancient structure creates a striking visual harmony. Gradually, her body begins to glow from within—starting at her head, a soft radiant white light begins to spread slowly over her entire form. Her features with cloth blur into a luminous silhouette as she transforms into a glowing humanoid figure."
https://static.higgsfield.ai/2ab4de02-db37-49c0-9661-b6d729d7afe1.mp4,"A glossy black panther crouches low on a seamless crimson red floor, its muscular body gleaming under a hard spotlight that exaggerates the texture of its slick, midnight fur. Its amber eyes lock directly onto the lens, unblinking, with an unsettling focus. The sharp curve of its claws presses into the floor, ready to pounce, while the minimal, blood-red environment heightens the tension—there is no context, no escape, just raw presence and instinct. Gradually, its body begins to glow from within—starting at the chest, a soft radiant white light begins to spread slowly over its entire form. Its fur blurs into a luminous silhouette as it transforms into a glowing feline figure. Each claw, each muscle ripple, begins to refract light like liquid glass, while its eyes burn with an ethereal, blinding clarity. The red beneath it starts to pulse in sync, as if responding to the surge of this rising energy."
https://static.higgsfield.ai/845df52b-afb4-41e1-a1cd-8951888db3af.mp4,"A surreal fashion portrait of a woman standing gracefully in a softly lit studio, wearing a delicate ivory lace dress with a deep plunging neckline and intricate ruffle details. Her strikingly long braided hair falls to the ground in large, spherical sections, tied at even intervals, creating a sculptural, otherworldly effect. She wears sheer lace thigh-high stockings and ornate heels, her posture poised and ethereal against the neutral background. Gradually, her body begins to glow from within—starting at her chest, a soft radiant pink light begins to spread slowly over her entire form. Her features blur into a luminous silhouette as she transforms into a glowing humanoid figure."
https://static.higgsfield.ai/609f40cc-c94b-4338-b8af-fbe236fe8e59.mp4,"A cinematic fashion photograph of three stylish young men standing in tall grass beside a pale mint vintage Mercedes-Benz, with rolling green hills and a golden-hour sky behind them. One leans against the car’s open door, another sits on the roof, and the third stands with hands in pockets, giving relaxed editorial poses. The soft breeze stirs their clothing and the field, casting long shadows over the meadow. Gradually, the vintage car begins to glow from within—starting at the hood, a soft radiant white light begins to spread slowly over the entire body. Its metal surface blurs into a luminous silhouette as it transforms into a glowing, floating, ethereal shape—hovering slightly above the grass, as if infused with otherworldly energy."
https://static.higgsfield.ai/2bdbd445-6344-49f2-9418-cc93be0bbb93.mp4,"**A realistic cinematic sequence of a young man standing in a dimly lit concrete room, his head bowed with one hand pressed to his forehead in quiet tension. His muscular frame is dressed in a sleeveless graphic tee, layered gold chains, a striking emerald earring, and bold rings. Harsh sidelight casts dramatic shadows across the textured, decaying wall behind him. The atmosphere is thick with introspection and intensity — a frozen beat between thought and action.** **Gradually, his body begins to glow from within—starting at his head, a soft radiant white light begins to spread slowly over his entire form. His features with cloth blur into a luminous silhouette as he transforms into a glowing humanoid figure.**"
https://static.higgsfield.ai/2c7bd098-96f6-4ed9-a1cf-53c4ca880147.mp4,"A realistic cinematic sequence of a young man slouched across a row of yellow plastic subway seats, arms crossed and head tilted down beneath a dark green baseball cap that reads “PITTSBURGH.” He wears a black hoodie, wide faded jeans, heavy black boots, and a chain wallet. The subway car is dimly lit and empty, humming softly as it moves through underground tunnels. The steel bars and muted colors of the space contrast with his casual, almost sculptural stillness. Gradually, his body begins to glow from within—starting at his chest, a soft radiant white light begins to spread slowly over his entire form. His features with cloth blur into a luminous silhouette as he transforms into a glowing humanoid figure."
https://static.higgsfield.ai/9aef77f9-8ee9-4efd-bbbd-ba38992a1108.mp4,"A bold, confrontational woman stands in front of a glowing red neon wall, the harsh artificial light carving out every detail of her oversized sunglasses, stacked gold jewelry, and defiant expression. Her pose is unflinching—middle finger raised, gripping a colorful bottle in her other hand, framed by chaotic street reflections and parked cars fading into the night behind her. The mood is unapologetic, raw, and rebellious. Gradually, her body begins to glow from within—starting at her chest, a soft radiant white light begins to spread slowly over her entire form. Her features with cloth blur into a luminous silhouette as she transforms into a glowing humanoid figure. The jewelry she wears refracts the inner light in sharp flares, flickering like sparks from a forge, while her hand gesture remains frozen in midair—a beacon of unfiltered emotion suspended in light."
https://static.higgsfield.ai/40549768-46b1-4e7d-924a-ba7e2d5af999.mp4,"A glamorous young woman poses in a close-up portrait with bold confidence. She wears a luxurious pink faux-fur hat and lets her long black hair cascade freely. Her lips are parted to reveal a gleaming diamond-studded grill, which she subtly presses with her manicured finger. Her skin glows with a warm tone and playful freckles, and her eye makeup features hints of pink and purple. One eye is half-closed in a mischievous wink, while her neck sparkles with a multicolored gemstone choker. Gradually, her body begins to glow from within—starting at her chest, a soft radiant white light begins to spread slowly over her entire form. Her features blur into a luminous silhouette as she transforms into a glowing humanoid figure."
https://static.higgsfield.ai/1aa610f3-a954-4a3a-8bba-ce09f70dce95.mp4,"A stylish young woman sits comfortably on a high-speed train, dressed in relaxed beige corduroy trousers, an oversized navy ribbed sweater, and chunky black-and-white sneakers. She sips from a red cup, wearing large headphones and black sunglasses, her demeanor calm and self-contained. Her sleek black bag rests beside her, while a brown checkered coat is draped across the empty seat. Through the wide train window behind her, a lush blur of green trees and sunlight rushes past, hinting at the train’s motion. Gradually, her body begins to glow from within—starting at her head, a soft radiant white light begins to spread slowly over her entire form. Her features with cloth blur into a luminous silhouette as she transforms into a glowing humanoid figure. The reflection in the window shimmers with distortion, echoing her transformation like a passing signal glitch. Her drink hovers mid-air, unaffected, while the glow around her intensifies, creating an ethereal, unbothered passenger suspended between dimensions—traveling not just through space, but into something far stranger."
https://static.higgsfield.ai/b46fa643-0c4b-4954-b10c-b1f415b02989.mp4,"**A realistic cinematic sequence of a young man standing beside a matte black vintage coupe in a pristine white studio. He wears a blue cap, deep navy bomber jacket, oversized jeans, and bright blue sneakers, hands in his pockets, posture calm and collected. The car door is left open behind him, revealing a slick interior of matching deep blue leather. The scene is frozen in time—bold, minimal, and cool, with crisp lighting flattening every shadow into a controlled still life of style and presence.** **Gradually, his body begins to glow from within—starting at his chest, a soft radiant white light begins to spread slowly over his entire form. His features with cloth blur into a luminous silhouette as he transforms into a glowing humanoid figure.**"
https://static.higgsfield.ai/318f2abd-f6f2-466f-b1c3-c92b4c181de7.mp4,"**A realistic cinematic sequence of a young man standing against a pale sky, adjusting the collar of his vibrant red Adidas jacket adorned with intricate embroidered patterns. His posture is bold and composed, with both hands gripping the collar, rings glinting on his fingers. The evening light gives his features a soft sculptural depth, while the ornate details of the jacket draw focus to his centered, confident presence.**Gradually, his body begins to glow from within—starting at his chest, a soft radiant white light begins to spread slowly over his entire form. His features with cloth blur into a luminous silhouette as he transforms into a glowing humanoid figure.**"
https://static.higgsfield.ai/8d3183f9-2c14-47ff-9c37-951ca8f55225.mp4,"A young woman with voluminous curly hair lounges across two red-cushioned cinema seats in a nearly empty movie theater. She wears a loose blue-and-white football jersey and baggy light-wash jeans with chunky white sneakers. Her posture is relaxed—one leg propped up, the other bent—and she casually snacks on popcorn from a bright yellow tub in her lap. She looks amused, eyes focused on the screen ahead. The theater’s vertical lights glow softly behind her, casting a warm ambiance across the rows of seats. Gradually, her body begins to glow from within—starting at her chest, a soft radiant white light begins to spread slowly over her entire form. Her features blur into a luminous silhouette as she transforms into a glowing humanoid figure."
https://static.higgsfield.ai/b473c5dc-db6e-4054-bef0-cafa5c64f4e5.mp4,"A fierce young woman stands confidently in the center of a retro-styled diner, sunlight pouring in through wide windows behind her. Her long, thick braids frame her bold expression and cascade over a navy-blue shirt emblazoned with a large white star. She leans on two separate tables with sharp posture, her arms displaying vivid tattoos and adorned in heavy gold chains and statement earrings. The background bursts with saturated colors—red chairs, teal walls, and a bright blue sky with low suburban buildings outside. Gradually, her body begins to glow from within—starting at her chest, a soft radiant white light begins to spread slowly over her entire form. Her features with cloth blur into a luminous silhouette as she transforms into a glowing humanoid figure. The bold star on her shirt shines brightest, pulsing with energy, while the gold chains around her neck refract the inner glow like molten sunlight. The scene freezes in that moment of transition—her stance unwavering, her gaze defiant, as if mid-transformation she becomes even more unapologetically herself."
https://static.higgsfield.ai/ce569f8b-ce0d-4711-8e19-1940dabb0fe1.mp4,"A realistic cinematic sequence of a young woman standing outside a charming café with dark red walls and floral window displays. She sips a green smoothie through a straw, dressed in a layered outfit: pink short-sleeve shirt, brown sweater vest, wide tie, long brown shorts, striped socks, and white Adidas sneakers with red stripes. Her braided hair, oversized tortoiseshell sunglasses, and leopard print tote add bold accents to her eclectic style. The scene captures a moment of still urban flair in vibrant, everyday motion. Gradually, her body begins to glow from within—starting at her chest, a soft radiant white light begins to spread slowly over her entire form. Her features with cloth blur into a luminous silhouette as she transforms into a glowing humanoid figure."
